,Unnamed: 0,Tweet,label
3055,3055,Wonder how much US $$$ from unfair trade is used for this BS !!! The German Government Pays for 3 Week Vacation for Refugees to Go Home | Armstrong Economics,N
3056,3056,When it's April fools but this isn't a joke,N
3057,3057,"#AbolishICE Prosecute those responsible for the implementation of inhumane, un-American (and ultimately pointless) policies. #Immigration #PoliceState #Impeach45 @user @user @user @user",H
3058,3058,EU throws up barriers in Niger to stem migrant flow,N
3059,3059,Glad they saved them. Glad they saved them on THAT side of the border!! #BuildThatWall #NeverVoteDemocratAgain,N
3060,3060,"What a lying piece of Sh.t he is, he has USA on its knees and HRC was going to finish us off, well nation/public off to the world, go suck on eggs jerk @user @user #BuildTheWall #LockThemUp #EndDACA now !!!",N
3061,3061,@user Ensure you use a closed lid with a hole in the centre.. Else you'll send beans flying everywhere!,H
3062,3062,Watch--Trump: 'Not One' Country Has Been Improved by Mass Immigration,H
3063,3063,You hear a story about a case of a rapist and all your stupid self had to say was that it's a one sided story? A rape case????,N
3064,3064,you a stupid hoe you a you a stupid hoe,N
3065,3065,"@user Now people want to attack eminem because hes older and they think hes garbage. People have the balls to talk shit now because they think revival is weak and whack but BOYY! Why didnt you pussy fucks respond back then? Scared to get bodied? Doesnt matter, YOU STILL ARE!",N
3066,3066,"@user With Patriotic&amp;honest CM now in place in Assam,must go all out for sealing borders wid BGD to stop influx of illegal migrants",H
3067,3067,When you're a childish bitch,H
3068,3068,Leave us a alon damn migrants go home,H
3069,3069,I wish I could have all the money I've spent on alcohol back... But still have had all of the alcohol too,H
3070,3070,Oh look another #IllegalAliens #libtard Radical Muslim terrorist who tries to kill Americans. Thanks to @user for killing that f***er & saving taxpayers for prison costs! #BuildThatWall,H
3071,3071,@user bitch you're so brave and smart and hysterical omg. I love you so much Allah y7fdhch inshallah 😭😭,N
3072,3072,👀,H
3073,3073,@user Hahahahaha so hysterical she the real living proof cher cherry picker we have only bitch read da real KSU SB Hit! I Alo!,N
3074,3074,@user Yes you did 😂 Liar and a coward. Disgusting combo for a kunt,N
3075,3075,Katie - You are a toxic bitch and will always be one. You got your way. I am going to be fired again anyways. You toxic bitch.,H
3076,3076,Currently in #Ethiopia the #Eritrean operatives are roaming and hunting #Eritrean refugees. I heard this too. #Ethiopian PM has given full access to foreign country secret service to operate. Nation under threat.,N
3077,3077,"At Target in the movie section, and this guy is educating his girlfriend about Star Wars. Her facial expressions are hysterical.",H
3078,3078,I wonder how many Christian women would admit #MeToo. Because rape culture is most definitely alive and well in churches across the world.,H
3079,3079,"Anyone with the ASRock AB350M mobo, if you have a photo of the RAM slots, it'd be a huge help. I need to know if mine is missing parts :(",N
3080,3080,@user U FUCKING HOE WE GOT UPPER BECAUSE YOU SAID YOU WANTED UPPER,N
3081,3081,@user @user @user @user @user @user Stay in Norway - your story is nonsense. But refugees which always want to enter USA its a good information. - They would get slaves !,N
3082,3082,Sometimes you just gotta stick a key hole in that bitch and chug,H
3083,3083,@user I hope that dumb cunt gets her face beat in by a black woman over hearing her using the word nigga.,H
3084,3084,Too bad you can't get abs from laughing at all the memes you steal... I'd have a six pack by now 😉,H
3085,3085,"US Govt is one big crime scene, ie, WH, DHS, HHS, EPA, etc. — while ongoing conspiracy against the State continues unabated. Kidnapping immigrant children, illegal arrest &amp; imprisonment of immigrants, theft of federal funds for Nazi rallies, violating emoluments clause, tax scam.",H
3086,3086,"@user @user So, when are women going to demand their right to have the honor to sign up for selective services which ALL male citizens are OBLIGATED by law? Not really equal yet, are you? Do illegals sign up? Yeah, I see equal happening all over",N
3087,3087,@user That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking,N
3088,3088,@user I tweeted the same views recently. The hysterical replies I received from feminist women & men was beyon…,H
3089,3089,"@user @user @user When a group of smiling third world faces move into your street, they know the nice dumb White people will transfer $$ to pay for the new school + costs of teaching lower-IQ children.The descendants of the White p",H
3090,3090,"@user Clay, if this is sarcasm, its really bad, shut the fuck up. If the hats were described as womens yo bitch ass wouldnt want one.",N
3091,3091,Remind me what I pay NI for. And what the fuck have you done with our money cunt?,H
3092,3092,This human-elephant conflict has seen 13 refugees killed in elephant attacks since Aug. last year #ucanews #thereforthevoiceless #refugee #Bangladesh @user @user  @user @user @user @user @user @user @user,N
3093,3093,@user @user @user @user Or stop being a whore on twitch you rat,N
3094,3094,Bewildered by EU leaders' various plans for preventing more migrant and refugee boat arrivals &amp; where to send them? Here's a helpful overview,N
3095,3095,"FYI @user AND @user The ONLY REASON you 2 have a job is #WeThePeople VOTED for @user to #BuildThatWall!! IF you 2 are so incompetent you cannot complete a mandate for the President of YOUR OWN PARTY, YOU 2 need to #WalkAway!",H
3096,3096,"In a conservative Northern California county, a team of Mexican immigrants helps battle the Carr fire",N
3097,3097,Our country is doomed if #Illegals vote! #BuildThatWall #VoterID #VoteRepublican2018,H
3098,3098,@user Why do those who have neen accepted as refugees want the uk to take in more ? handing out things wont change peoples mind,N
3099,3099,"#Czechia Zeman labeled this disturbing attitude practiced by West EU leaders as “cowardice masquerading as tolerance”.But also migration pimps @user other NGOs begin intimidation campaigns directed at border guards in Slovenia, Croatia.Europe must support the guards",H
3100,3100,Democrats need to change that Hispanic split: 59 % of Hispanics surveyed here think most immigrants are in the United States illegally. That is likely a contributor to Dems not being able to win Hispanic votes by a bigger margin:https://t.co/95FlssX4hi,H
3101,3101,a women without a man is like a car without an engine; it doesnt work.,H
3102,3102,"@user Dear cunt, please shut the fuck up.",H
3103,3103,Why did God invent the yeast infection? So women know what it's like living with an irritating cunt,H
3104,3104,"ðŸ‘ Halima Aden @user is a refugee from Somalia ðŸ‡¸ðŸ‡´ who found safety in Kakuma camp, Kenya ðŸ‡°ðŸ‡ª, then a new home + life in the United States ðŸ‡ºðŸ‡¸This is her story as told to @user including her amazing return for #TEDxKakumaCamp",H
3105,3105,(Islam in Europe) Documentary how Arab and African Immigrants Destroying... via @user,H
3106,3106,@user You can't go to bed with a whore and complain about getting VD. This is Jose. This is us now.,N
3107,3107,Your slutty Christmas outfits should get you a good 45 likes on instagram. #Whore,H
3108,3108,Pizza shops owner and 3 workers gang rape lost girl who asked them for directions,H
3109,3109,Love how going to an all girls school gives you a sixth sense for life of knowing when a woman is an absolute bitch,H
3110,3110,Why #Ethiopia's #dairy industry isn't milking the growing demand,N
3111,3111,@user @user Block me you dumb bitch. Because I'll go on all day about how nurses are assistants.,H
3112,3112,"@user YOU ARE NO CHAMPION FOR WOMEN! YOU'RE A GREEDY, OPPORTUNISTIC ATTENTION WHORE! You should never work in law again! #weinsteinGate",N
3113,3113,Dont compare your self to me ! Cause im a bitch and your a slut ! 👊💪😏🌵,H
3114,3114,@user @user Maybe #karma will eliminate the problem..she‘s known to be a bitch. If you hear me Karma..sure be sweet if you gave Mueller iron clad proof.,H
3115,3115,@user @user One upmanship between guys in private is hardly the same as women claiming rape.,H
3116,3116,"“These migrant workers are doing difficult jobs in harsh conditions, and they deserve to be respected at work like anybody else,” its director Matt Kunkel said.https://t.co/gq98vCX8z9",H
3117,3117,"See... I would like your selfie but the way my pride is set up, I'd rather just look at it",N
3118,3118,Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing,N
3119,3119,And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100,N
3120,3120,When you realize tomorrow is Monday,H
3121,3121,"Losing! Britain is losing to immigrants &amp; other criminalsBritain 2018: Record Knife Crime Rates Straining NHS, Depleting Blood Supplies",H
3122,3122,It's about denial. And acting like I'm her hysterical lover when she is clearly the psycho stan of a random Bengali girl like me.,N
3123,3123,"There is no positive in putting children in cages, Lying to immigrants so they go home without their children, taking their children away from them. You want positive, just do the right things.",H
3124,3124,"""my cis gay friend will say bitch all the time and usually when we're joking around I don't notice but this last weekend he got really drunk and started saying """"fucking cunt"""" and I felt SO UNCOMFORTABLE! It wasn't directed towards women but that aggression was still there""",N
3125,3125,"I am not surprised she agrees with Brandon Lewis, she probably told him what to say !Would this lightweight chairperson really start an internecine battle in the Tory Party without prior agreement from the PM ?Do me a favour !",N
3126,3126,When autocorrect just gets you,N
3127,3127,@user The only way the skank will be president...Have fun all you resistance nut jobs..,N
3128,3128,I Wanna Rape You Not Fuck You . Bitch Take My Sex & Stfu,N
